,Org ID,Building Snapshot Field name,Building snapshot extra data field key,Bluesky table name,Bluesky Field Name,Data Source,,Multiple Tax Lot data source
1,10,,Retail Store - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Retail Store - Number of Cash Registers,Property,extra_data,PM,,
1,10,,Retail Store - Number of Computers,Property,extra_data,PM,,
1,10,,Retail Store - Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,Retail Store - Percent That Can Be Cooled,Property,extra_data,PM,,
1,10,,Retail Store - Percent That Can Be Heated,Property,extra_data,PM,,
1,10,,Retail Store - Single Store,Property,extra_data,PM,,
1,10,,Retail Store - Weekly Operating Hours,Property,extra_data,PM,,
1,10,,Service and Product Provider,Property,extra_data,PM,,
1,10,,Site Energy Use (kBtu),Property,extra_data,PM,,
1,10,,Source Energy Use (kBtu),Property,extra_data,PM,,
1,10,,Strip Mall - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Strip Mall - Number of Computers,Property,extra_data,PM,,
1,10,,Strip Mall - Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,Strip Mall - Weekly Operating Hours,Property,extra_data,PM,,
1,10,,Supermarket/Grocery - Area Of All Walk-in Refrigeration/Freezer Units (ft2),Property,extra_data,PM,,
1,10,,Supermarket/Grocery - Cooking Facilities,Property,extra_data,PM,,
1,10,,Supermarket/Grocery - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Supermarket/Grocery - Number of Cash Registers,Property,extra_data,PM,,
1,10,,Supermarket/Grocery - Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,Supermarket/Grocery - Percent That Can Be Cooled,Property,extra_data,PM,,
1,10,,Supermarket/Grocery - Percent That Can Be Heated,Property,extra_data,PM,,
1,10,,Supermarket/Grocery - Weekly Operating Hours,Property,extra_data,PM,,
1,10,,Target ENERGY STAR Score,Property,extra_data,PM,,
1,10,,Target Site EUI (kBtu/ft2),Property,extra_data,PM,,
1,10,,Target Source EUI (kBtu/ft2),Property,extra_data,PM,,
1,10,,Temporary Values,Property,extra_data,PM,,
1,10,,Third Party Certification Date Achieved,Property,extra_data,PM,,
1,10,,Third Party Certification Date Anticipated,Property,extra_data,PM,,
1,10,,Total GHG Emissions (Metric Tons CO2e),Property,extra_data,PM,,
1,10,,Total GHG Emissions Intensity (kgCO2e/ft2),Property,extra_data,PM,,
1,10,,Urgent Care/Clinic/Other Outpatient - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Urgent Care/Clinic/Other Outpatient - Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,Urgent Care/Clinic/Other Outpatient - Weekly Operating Hours,Property,extra_data,PM,,
1,10,,US Federal Real Property Unique Identifier,Property,extra_data,PM,,
1,10,,Veterinary Office - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Veterinary Office - Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,Veterinary Office - Weekly Operating Hours,Property,extra_data,PM,,
1,10,,Vocational School - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Vocational School - Number of Computers,Property,extra_data,PM,,
1,10,,Vocational School - Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,Vocational School - Weekly Operating Hours,Property,extra_data,PM,,
1,10,,Weather Station ID,Property,extra_data,PM,,
1,10,,Wholesale Club/Supercenter - Area Of All Walk-in Refrigeration/Freezer Units (ft2),Property,extra_data,PM,,
1,10,,Wholesale Club/Supercenter - Cooking Facilities,Property,extra_data,PM,,
1,10,,Wholesale Club/Supercenter - Single Store,Property,extra_data,PM,,
1,10,,Wholesale Club/Supercenter- Exterior Entrance to the Public,Property,extra_data,PM,,
1,10,,Wholesale Club/Supercenter- Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Wholesale Club/Supercenter- Number of Cash Registers,Property,extra_data,PM,,
1,10,,Wholesale Club/Supercenter- Number of Workers on Main Shift,Property,extra_data,PM,,
1,10,,Wholesale Club/Supercenter- Percent That Can Be Cooled,Property,extra_data,PM,,
1,10,,Wholesale Club/Supercenter- Percent That Can Be Heated,Property,extra_data,PM,,
1,10,,Wholesale Club/Supercenter- Weekly Operating Hours,Property,extra_data,PM,,
1,10,,Wood Use (kBtu),Property,extra_data,PM,,
1,10,,Worship Facility - Cooking Facilities,Property,extra_data,PM,,
1,10,,Worship Facility - Gross Floor Area (ft2),Property,extra_data,PM,,
1,10,,Worship Facility - Number of Computers,Property,extra_data,PM,,
1,10,,Worship Facility - Number Of Weekdays Open,Property,extra_data,PM,,
1,10,,Worship Facility - Seating Capacity,Property,extra_data,PM,,
1,10,,Worship Facility - Weekly Operating Hours,Property,extra_data,PM,,
,New York City,,,,,,"RM 6/21/2016: First cut at fields, but need to reload the data to seed production and get the final data dump to get the most interesting examples",
1,49,,"NYC Borough, Block And Lot (BBL)",Tax,extra_data,,,
1,49,,"NYC Borough, Block And Lot (BBL)",Tax,jurisdiction_tax_lot_id,,,
1,49,,Block,Tax,block_number,,,
1,49,,Boro,Tax,extra_data,,,
1,49,,Borough,Tax,extra_data,,,
1,49,,County,Tax,extra_data,,,
1,49,,Lot,Tax,extra_data,,,
1,49,,NYC Building Identification Number (BIN),Property,extra_data,,"This is a building ID, but NYC doesn't trust it's accuracy; but for now let's call put it in the category of the property identifier; I think it comes from the Tax info -- but for now am assigning it to the property table",
1,49,,Premises ZIP Code,Tax,extra_data,,,
1,49,,Street Address,Property,extra_data,,Just the street name not the complete address,
1,49,,Address 1,Property,extra_data,,Just the street name not the complete address,
1,49,,Address 2,Property,extra_data,,Just the street name not the complete address,
1,49,,Street Number,Property,extra_data,,"Just the address number, not the complete address",
1,49,,Tax Class,Tax,extra_data,,,
1,49,,10 Digit BBL,Tax,extra_data,,,
1,49,,10 Digit BBL,Tax,jurisdiction_tax_lot_id,,,
1,49,,Automatic Water Benchmarking Eligible,Property,extra_data,,,
1,49,,Number of Buildings,Tax,number_properties,,,
1,49,,Tax Class,Tax,extra_data,,,
1,49,,Zip Code,Property,extra_data,,,
1,49,,DOF Square Footage*,Tax,extra_data,,,
1,49,,ADDR_STATE_PROPERTY,Property,extra_data,,State,
1,49,,NM_RECIPIENT_1_MAILING,Property,extra_data,,,
1,49,,NM_RECIPIENT_2_MAILING,Property,extra_data,,,
1,49,,SOA_AD_NAME_ATTENTION,Tax,extra_data,,,
1,49,,SOA_AD_STREET_NO,Tax,extra_data,,,
1,49,,SOA_AD_STREET_1,Tax,extra_data,,street name,
1,49,,SOA_AD_STREET_2,Tax,extra_data,,street name,
1,49,,SOA_AD_CITY,Tax,city,,,
1,49,,SOA_CD_ADDR_STATE,Tax,state,,,
1,49,,SOA_CD_ADDR_ZIP,Tax,postal_code,,,
1,49,,SOA_CD_ADDR_COUNTRY,Tax,extra_data,,,
1,49,,Deadline to Comply with LL87**,Property,extra_data,,,
1,49,,BBL Change,Property,extra_data,,,
1,49,,Related BBL(s),Property,extra_data,,,
1,49,,Adult Education - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Alert - Data Center Does Not Have An IT Meter,Property,extra_data,PM,,
1,49,,Alert - Gross Floor Area Is 0 Ft2,Property,extra_data,PM,,
1,49,,Alert - Individual Monthly Meter Entry Is More Than 65 Days Long,Property,extra_data,PM,,
1,49,,Alert - Meter Has Gaps,Property,extra_data,PM,,
1,49,,Alert - Meter Has Less Than 12 Full Calendar Months Of Data,Property,extra_data,PM,,
1,49,,Alert - Meter Has Overlaps,Property,extra_data,PM,,
1,49,,Alert - No Meters Are Associated With This Property,Property,extra_data,PM,,
1,49,,Alert - Property Has No Uses,Property,extra_data,PM,,
1,49,,Ambulatory Surgical Center - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Automatic Water Benchmarking Eligible,Property,extra_data,PM,,
1,49,,Automobile Dealership - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Avoided Emissions - Offsite Green Power (Metric Tons CO2e),Property,extra_data,PM,,
1,49,,Avoided Emissions - Onsite Green Power (Metric Tons CO2e),Property,extra_data,PM,,
1,49,,Bank Branch - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Bank Branch - Number of Computers,Property,extra_data,PM,,
1,49,,Bar/Nightclub - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,College/University - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,College/University - Number of Computers,Property,extra_data,PM,,
1,49,,Convenience Store With Gas Station - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Convenience Store Without Gas Station - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Convention Center - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,CoStar Property ID,Property,extra_data,PM,,
1,49,,Courthouse - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Data Center - Cooling Equipment Redundancy,Property,extra_data,PM,,
1,49,,Data Center - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Data Center - IT Energy Configuration,Property,extra_data,PM,,
1,49,,Data Center - IT Equipment Input Meter (kWh),Property,extra_data,PM,,
1,49,,Data Center - IT Site Energy (kWh),Property,extra_data,PM,,
1,49,,Data Center - IT Source Energy (kBtu),Property,extra_data,PM,,
1,49,,Data Center - National Median PUE,Property,extra_data,PM,,
1,49,,Data Center - PDU Input Meter (kWh),Property,extra_data,PM,,
1,49,,Data Center - PDU Output Meter (kWh),Property,extra_data,PM,,
1,49,,Data Center - PUE,Property,extra_data,PM,,
1,49,,Data Center - UPS System Redundancy,Property,extra_data,PM,,
1,49,,Data Quality Checker - Date Run,Property,extra_data,PM,,
1,49,,Data Quality Checker Run?,Property,extra_data,PM,,
1,49,,Date Property Last Modified,Property,extra_data,PM,,
1,49,,Default Values,Property,extra_data,PM,,
1,49,,Diesel #2 Use (kBtu),Property,extra_data,PM,,
1,49,,Difference From National Median Site EUI,Property,extra_data,PM,,
1,49,,Difference from National Median Site EUI,Property,extra_data,PM,,
1,49,,Difference From National Median Source EUI,Property,extra_data,PM,,
1,49,,Difference From National Median Water/Wastewater Source  EUI,Property,extra_data,PM,,
1,49,,Direct GHG Emissions (Metric Tons CO2e),Property,extra_data,PM,,
1,49,,Distribution Center - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,District Chilled Water Use (kBtu),Property,extra_data,PM,,
1,49,,District Hot Water Use (kBtu),Property,extra_data,PM,,
1,49,,District Steam Cost ($),Property,extra_data,PM,,
1,49,,District Steam Use (kBtu),Property,extra_data,PM,,
1,49,,EGRID Output Emissions Rate (kgCO2e/MBtu),Property,extra_data,PM,,
1,49,,Electricity (Grid Purchase) Cost ($),Property,extra_data,PM,,
1,49,,Electricity Use  Generated From Onsite Renewable Systems (kWh),Property,extra_data,PM,,
1,49,,Electricity Use  Generated From Onsite Renewable Systems And Exported (kWh),Property,extra_data,PM,,
1,49,,Electricity Use  Generated From Onsite Renewable Systems And Used Onsite (kBtu),Property,extra_data,PM,,
1,49,,Electricity Use - Grid Purchase (kBtu),Property,extra_data,PM,,
1,49,,Electricity Use - Grid Purchase And Generated From Onsite Renewable Systems (kBtu),Property,extra_data,PM,,
1,49,,Enclosed Mall - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Energy Cost ($),Property,extra_data,PM,,
1,49,,Energy Cost Intensity ($/ft2),Property,extra_data,PM,,
1,49,,ENERGY STAR Certification - Application Status,Property,extra_data,PM,,
1,49,,ENERGY STAR Certification - Eligibility,Property,extra_data,PM,,
1,49,,ENERGY STAR Certification - Last Approval Date,Property,extra_data,PM,,
1,49,,ENERGY STAR Certification - Next Eligible Date,Property,extra_data,PM,,
1,49,,ENERGY STAR Certification - Profile Published,Property,extra_data,PM,,
1,49,,ENERGY STAR Certification - Year(s) Certified,Property,extra_data,PM,,
1,49,,Energy/Power Station - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Estimated Data Flag -  Municipally Supplied Reclaimed Water  Outdoor Use,Property,extra_data,PM,,
1,49,,Estimated Data Flag - District Steam,Property,extra_data,PM,,
1,49,,Estimated Data Flag - Electricity (Grid Purchase),Property,extra_data,PM,,
1,49,,Estimated Data Flag - Fuel Oil (No. 2),Property,extra_data,PM,,
1,49,,Estimated Data Flag - Fuel Oil (No. 4),Property,extra_data,PM,,
1,49,,Estimated Data Flag - Fuel Oil (No. 5 And No. 6),Property,extra_data,PM,,
1,49,,Estimated Data Flag - Natural Gas,Property,extra_data,PM,,
1,49,,"Estimated Savings From Energy Projects, Cumulative ($)",Property,extra_data,PM,,
1,49,,"Estimated Savings From Energy Projects, Cumulative ($/ft2)",Property,extra_data,PM,,
1,49,,Estimated Values,Property,extra_data,PM,,
1,49,,Fast Food Restaurant - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Financial Office - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Financial Office - Number of Computers,Property,extra_data,PM,,
1,49,,Financial Office - Number of Workers on Main Shift,Property,extra_data,PM,,
1,49,,Financial Office - Weekly Operating Hours,Property,extra_data,PM,,
1,49,,Fitness Center/Health Club/Gym - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Food Sales - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Food Service - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Fuel Oil #1 Use (kBtu),Property,extra_data,PM,,
1,49,,Fuel Oil #2 Use (kBtu),Property,extra_data,PM,,
1,49,,Fuel Oil #4 Use (kBtu),Property,extra_data,PM,,
1,49,,Fuel Oil #5 & 6 Use (kBtu),Property,extra_data,PM,,
1,49,,Fuel Oil (No. 2) Cost ($),Property,extra_data,PM,,
1,49,,Fuel Oil (No. 4) Cost ($),Property,extra_data,PM,,
1,49,,Fuel Oil (No. 5 And No. 6) Cost ($),Property,extra_data,PM,,
1,49,,Green Power - Offsite (kWh),Property,extra_data,PM,,
1,49,,Green Power - Onsite (kWh),Property,extra_data,PM,,
1,49,,"Hospital (General Medical & Surgical) - Full Time Equivalent (FTE) Workers Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,49,,Hospital (General Medical & Surgical) - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Hospital (General Medical & Surgical) - Laboratory,Property,extra_data,PM,,
1,49,,Hospital (General Medical & Surgical) - Licensed Bed Capacity,Property,extra_data,PM,,
1,49,,"Hospital (General Medical & Surgical) - Licensed Bed Capacity Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,49,,"Hospital (General Medical & Surgical) - Licensed Bed Capacity Density (Number per 1,000 ft2)",Property,extra_data,PM,,
1,49,,Hospital (General Medical & Surgical) - Maximum Number of Floors,Property,extra_data,PM,,
1,49,,"Hospital (General Medical & Surgical) - MRI Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,49,,"Hospital (General Medical & Surgical) - MRI Density (Number per 1,000 ft2)",Property,extra_data,PM,,
1,49,,Hospital (General Medical & Surgical) - Number of MRI Machines,Property,extra_data,PM,,
1,49,,Hospital (General Medical & Surgical) - Number of Staffed Beds,Property,extra_data,PM,,
1,49,,Hospital (General Medical & Surgical) - Onsite Laundry Facility,Property,extra_data,PM,,
1,49,,Hospital (General Medical & Surgical) - Owned By,Property,extra_data,PM,,
1,49,,Hospital (General Medical & Surgical) - Percent That Can Be Cooled,Property,extra_data,PM,,
1,49,,Hospital (General Medical & Surgical) - Percent That Can Be Heated,Property,extra_data,PM,,
1,49,,"Hospital (General Medical & Surgical) - Staffed Bed Density (Number per 1,000 ft2)",Property,extra_data,PM,,
1,49,,"Hospital (General Medical & Surgical) - Staffed Bed Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,49,,Hospital (General Medical & Surgical) - Tertiary Care,Property,extra_data,PM,,
1,49,,Hospital (General Medical & Surgical)- Full Time Equivalent (FTE) Workers,Property,extra_data,PM,,
1,49,,Hotel - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Hotel - Gym/fitness  Center Floor Area (ft2),Property,extra_data,PM,,
1,49,,Hotel - Percent That Can Be Cooled,Property,extra_data,PM,,
1,49,,"Hotel - Room Density (Number per 1,000 ft2)",Property,extra_data,PM,,
1,49,,"Hotel - Room Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,49,,"Hotel - Worker Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,49,,"Hotel - Worker Density (Number per 1,000 ft2)",Property,extra_data,PM,,
1,49,,Indirect GHG Emissions (Metric Tons CO2e),Property,extra_data,PM,,
1,49,,Indoor Water Use (All Water Sources) (kgal),Property,extra_data,PM,,
1,49,,"Investment In Energy Projects, Cumulative ($)",Property,extra_data,PM,,
1,49,,"Investment In Energy Projects, Cumulative ($/ft2)",Property,extra_data,PM,,
1,49,,K-12 School - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Kerosene Use (kBtu),Property,extra_data,PM,,
1,49,,Laboratory - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,LEED US Project ID,Property,extra_data,PM,,
1,49,,Library - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Liquid Propane Use (kBtu),Property,extra_data,PM,,
1,49,,Mailing Center/Post Office - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Manufacturing/Industrial Plant - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Medical Office - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,"Medical Office - MRI Machine Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,49,,"Medical Office - MRI Machine Density (Number per 1,000 ft2)",Property,extra_data,PM,,
1,49,,Medical Office - Number of MRI Machines,Property,extra_data,PM,,
1,49,,Medical Office - Number of Workers on Main Shift,Property,extra_data,PM,,
1,49,,Medical Office - Percent That Can Be Cooled,Property,extra_data,PM,,
1,49,,Medical Office - Percent That Can Be Heated,Property,extra_data,PM,,
1,49,,Medical Office - Weekly Operating Hours,Property,extra_data,PM,,
1,49,,Metered Areas (Energy),Property,extra_data,PM,,
1,49,,Movie Theater - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Multifamily Housing - Government Subsidized Housing,Property,extra_data,PM,,
1,49,,Multifamily Housing - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Multifamily Housing - Number of Bedrooms,Property,extra_data,PM,,
1,49,,"Multifamily Housing - Number Of Bedrooms Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,49,,Multifamily Housing - Number of Laundry Hookups in All Units,Property,extra_data,PM,,
1,49,,Multifamily Housing - Number Of Laundry Hookups In Common Area(s),Property,extra_data,PM,,
1,49,,Multifamily Housing - Number of Laundry Hookups in Common Area(s),Property,extra_data,PM,,
1,49,,Multifamily Housing - Number Of Residential Living Units In A High-Rise Setting (10 Or More Stories),Property,extra_data,PM,,
1,49,,"Multifamily Housing - Number Of Residential Living Units In A High-Rise Setting Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,49,,Multifamily Housing - Number Of Residential Living Units In A Mid-Rise Setting (5-9 Stories),Property,extra_data,PM,,
1,49,,"Multifamily Housing - Number Of Residential Living Units In A Mid-Rise Setting Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,49,,Multifamily Housing - Percent That Can Be Cooled,Property,extra_data,PM,,
1,49,,Multifamily Housing - Percent That Can Be Heated,Property,extra_data,PM,,
1,49,,Multifamily Housing - Resident Population Type,Property,extra_data,PM,,
1,49,,Multifamily Housing - Total Number Of Residential Living Units,Property,extra_data,PM,,
1,49,,"Multifamily Housing - Total Number Of Residential Living Units Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,49,,Municipally Supplied Potable Water - Indoor Cost Intensity ($/ft2),Property,extra_data,PM,,
1,49,,Municipally Supplied Potable Water - Indoor Intensity (gal/ft2),Property,extra_data,PM,,
1,49,,Municipally Supplied Potable Water - Indoor Use (kgal),Property,extra_data,PM,,
1,49,,Municipally Supplied Potable Water: Combined Indoor/Outdoor Or Other Cost ($),Property,extra_data,PM,,
1,49,,Municipally Supplied Potable Water: Mixed Indoor/Outdoor Cost ($),Property,extra_data,PM,,
1,49,,Museum - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,National Median Energy Cost ($),Property,extra_data,PM,,
1,49,,National Median ENERGY STAR Score,Property,extra_data,PM,,
1,49,,National Median Reference Property Type,Property,extra_data,PM,,
1,49,,National Median Site Energy Use (kBtu),Property,extra_data,PM,,
1,49,,National Median Site EUI (kBtu/ft2),Property,extra_data,PM,,
1,49,,National Median Source Energy Use (kBtu),Property,extra_data,PM,,
1,49,,National Median Source EUI (kBtu/ft2),Property,extra_data,PM,,
1,49,,National Median Total GHG Emissions (Metric Tons CO2e),Property,extra_data,PM,,
1,49,,Natural Gas Cost ($),Property,extra_data,PM,,
1,49,,Natural Gas Use (kBtu),Property,extra_data,PM,,
1,49,,Net Emissions (Metric Tons CO2e),Property,extra_data,PM,,
1,49,,Non-Refrigerated Warehouse - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Occupancy,Property,extra_data,PM,,
1,49,,"Office - Computer Density (Number per 1,000 ft2)",Property,extra_data,PM,,
1,49,,"Office - Computer Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,49,,Office - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Office - Number of Computers,Property,extra_data,PM,,
1,49,,Office - Number of Workers on Main Shift,Property,extra_data,PM,,
1,49,,Office - Percent That Can Be Cooled,Property,extra_data,PM,,
1,49,,Office - Percent That Can Be Heated,Property,extra_data,PM,,
1,49,,Office - Weekly Operating Hours,Property,extra_data,PM,,
1,49,,"Office - Worker Density (Number per 1,000 ft2)",Property,extra_data,PM,,
1,49,,"Office - Worker Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,49,,On Behalf Of,Property,extra_data,PM,,
1,49,,Organization,Property,extra_data,PM,,
1,49,,Other - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Other - Number of Computers,Property,extra_data,PM,,
1,49,,Other - Number of Workers on Main Shift,Property,extra_data,PM,,
1,49,,Other - Weekly Operating Hours,Property,extra_data,PM,,
1,49,,Outpatient Rehabilitation/Physical Therapy - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Parent Property Id,Property,pm_parent_property_id,PM,,
1,49,,Parent Property Name,Property,extra_data,PM,,
1,49,,Parking - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Parking - Open Parking Lot Size (ft2),Property,extra_data,PM,,
1,49,,Percent of Electricity that is Green Power,Property,extra_data,PM,,
1,49,,Percent of RECs Retained,Property,extra_data,PM,,
1,49,,Percent of Total Electricity Generated from Onsite Renewable Systems,Property,extra_data,PM,,
1,49,,Performing Arts - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,"Personal Services (Health/Beauty, Dry Cleaning, Etc.) - Gross Floor Area (ft2)",Property,extra_data,PM,,
1,49,,Pre-school/Daycare - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Primary Property Type - EPA Calculated,Property,extra_data,PM,,
1,49,,Propane Use (kBtu),Property,extra_data,PM,,
1,49,,Property Data Administrator,Property,extra_data,PM,,
1,49,,Property Data Administrator - Email,Property,extra_data,PM,,
1,49,,Property Floor Area (Buildings and Parking),Property,extra_data,PM,,
1,49,,Property GFA - EPA Calculated (Buildings) (ft2),Property,extra_data,PM,,
1,49,,Race Track - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Refrigerated Warehouse - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,"Repair Services (Vehicle, Shoe, Locksmith, Etc.) - Gross Floor Area (ft2)",Property,extra_data,PM,,
1,49,,Residence Hall/Dormitory - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Restaurant - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Restaurant - Weekly Operating Hours,Property,extra_data,PM,,
1,49,,"Restaurant - Worker Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,49,,"Retail Store - Cash Register Density (Number per 1,000 ft2)",Property,extra_data,PM,,
1,49,,"Retail Store - Cash Register Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,49,,"Retail Store - Computer Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,49,,"Retail Store - Computer Density (Number per 1,000 ft2)",Property,extra_data,PM,,
1,49,,Retail Store - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Retail Store - Number of Open or Closed Refrigeration/Freezer Units,Property,extra_data,PM,,
1,49,,Retail Store - Number of Walk-in Refrigeration/Freezer Units,Property,extra_data,PM,,
1,49,,"Retail Store - Open or Closed Refrigeration Density (Number per 1,000 ft2)",Property,extra_data,PM,,
1,49,,"Retail Store - Open Or Closed Refrigeration Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,49,,Retail Store - Percent That Can Be Cooled,Property,extra_data,PM,,
1,49,,"Retail Store - Walk-in Refrigeration Density (Number Per 1,000 Ft2)",Property,extra_data,PM,,
1,49,,"Retail Store - Walk-in Refrigeration Density (Number per 1,000 ft2)",Property,extra_data,PM,,
1,49,,Self-Storage Facility - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Senior Care Community - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Service and Product Provider,Property,extra_data,PM,,
1,49,,Site Energy Use (kBtu),Property,extra_data,PM,,
1,49,,Social/Meeting Hall - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Source Energy Use (kBtu),Property,extra_data,PM,,
1,49,,Strip Mall - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Supermarket/Grocery - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Temporary Values,Property,extra_data,PM,,
1,49,,Total GHG Emissions (Metric Tons CO2e),Property,extra_data,PM,,
1,49,,Transportation Terminal/Station - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Urgent Care/Clinic/Other Outpatient - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Veterinary Office - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Vocational School - Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Water Use (All Water Sources) (kgal),Property,extra_data,PM,,
1,49,,"Water/Wastewater Estimated Savings From Energy Projects, Cumulative ($/GPD)",Property,extra_data,PM,,
1,49,,"Water/Wastewater Estimated Savings from Energy Projects, Cumulative ($/GPD)",Property,extra_data,PM,,
1,49,,"Water/Wastewater Investment In Energy Projects, Cumulative ($/GPD)",Property,extra_data,PM,,
1,49,,"Water/Wastewater Investment in Energy Projects, Cumulative ($/GPD)",Property,extra_data,PM,,
1,49,,Weather Normalized Site Electricity (kWh),Property,extra_data,PM,,
1,49,,Weather Normalized Site Electricity Intensity (kWh/ft2),Property,extra_data,PM,,
1,49,,Weather Normalized Site Energy Use (kBtu),Property,extra_data,PM,,
1,49,,Weather Normalized Site Natural Gas Intensity (therms/ft2),Property,extra_data,PM,,
1,49,,Weather Normalized Site Natural Gas Use (therms),Property,extra_data,PM,,
1,49,,Weather Normalized Source Energy Use (kBtu),Property,extra_data,PM,,
1,49,,Wholesale Club/Supercenter- Gross Floor Area (ft2),Property,extra_data,PM,,
1,49,,Worship Facility - Gross Floor Area (ft2),Property,extra_data,PM,,
,City of Philadelphia,,,,,,"RM (6/17/2016): Send Rupal email to edit the gdoc with her fields in it
RM (6/21/2016): Did first cut at the fields, email Rupal to verify a few, haven't heard back yet
RM (6/22/2016): Final version -- added edits from Rupal",
1,20,,Address 1,Property,extra_data/Address 1,PM,This address is from PM -- should it be the Property Address (not the Tax Lot address?),
1,20,,2013 Reporting Status,Tax,extra_data,CBL,,
1,20,,2014 Reporting Status,Tax,extra_data,CBL,,
1,20,,2015 Reporting Status,Tax,extra_data,CBL,,
1,20,,Building Address,Tax,extra_data,CBL,Tax - confirmed with Rupal,
